video_path,audio_path,text_path,label
/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(11)_011.mp4,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(11)_011.wav,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(11)_011.txt,0
/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(28)_006.mp4,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(28)_006.wav,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(28)_006.txt,0
/home/tjc/audio/Data/chinese/A/3_wanxinyue_012.mp4,/home/tjc/audio/Data/chinese/A/3_wanxinyue_012.wav,/home/tjc/audio/Data/chinese/A/3_wanxinyue_012.txt,0
/home/tjc/audio/Data/chinese/A/zhongxuesheng_(19)_009.mp4,/home/tjc/audio/Data/chinese/A/zhongxuesheng_(19)_009.wav,/home/tjc/audio/Data/chinese/A/zhongxuesheng_(19)_009.txt,0
/home/tjc/audio/Data/chinese/A/zhongtaiyouyibeiyanjiangbisai_(10)_009.mp4,/home/tjc/audio/Data/chinese/A/zhongtaiyouyibeiyanjiangbisai_(10)_009.wav,/home/tjc/audio/Data/chinese/A/zhongtaiyouyibeiyanjiangbisai_(10)_009.txt,0
/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(13)_009.mp4,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(13)_009.wav,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(13)_009.txt,0
/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(25)_008.mp4,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(25)_008.wav,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(25)_008.txt,0
/home/tjc/audio/Data/chinese/A/zhongtaiyouyibeiyanjiangbisai_(3)_008.mp4,/home/tjc/audio/Data/chinese/A/zhongtaiyouyibeiyanjiangbisai_(3)_008.wav,/home/tjc/audio/Data/chinese/A/zhongtaiyouyibeiyanjiangbisai_(3)_008.txt,0
/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(11)_010.mp4,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(11)_010.wav,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(11)_010.txt,0
/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(4)_000.mp4,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(4)_000.wav,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(4)_000.txt,0
/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(23)_012.mp4,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(23)_012.wav,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(23)_012.txt,0
/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(8)_007.mp4,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(8)_007.wav,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(8)_007.txt,0
/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(35)_004.mp4,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(35)_004.wav,/home/tjc/audio/Data/chinese/A/zhongwenyanjiangbisai_(35)_004.txt,0
/home/tjc/audio/Data/chinese/A/4_linqingbai_010.mp4,/home/tjc/audio/Data/chinese/A/4_linqingbai_010.wav,/home/tjc/audio/Data/chinese/A/4_linqingbai_010.txt,0
